SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Odc1,0,-1.29383030339783,0.0000201592368010523,8.50668140150238,9.35310261824458e-7,4969,3743,9894,6889,3338,2457,4775,4520,8536,10141,13795,13192,243.673,172.424,410.526,303.944,155.044,122.756,214.688,205.564,367.493,465.656,557.964,535.014
Xirp1,0,-1.51009204622177,0.0000203001189657821,1.85849693588082,9.42593551448437e-7,94,110,84,119,33,28,79,62,204,169,18,19,4.610,5.067,3.485,5.250,1.533,1.399,3.552,2.820,8.783,7.760,0.728,0.771
Rad51d,0,1.06461787528212,0.0000204627063922162,3.04394649885319,9.50895845077783e-7,291,307,110,141,212,237,152,156,220,166,129,119,14.270,14.142,4.564,6.221,9.847,11.841,6.834,7.095,9.471,7.622,5.218,4.826
Chtf18,0,-1.77879383437174,0.0000206510755954174,2.70462385876042,9.61168940292247e-7,248,269,140,88,34,22,197,94,158,204,176,122,12.162,12.392,5.809,3.883,1.579,1.099,8.857,4.275,6.802,9.367,7.119,4.948
Vps37b,0,-1.17968862513974,0.0000207749442484105,7.18191637808269,9.6769856942815e-7,5555,7307,907,805,319,323,7492,7823,1249,1428,2557,2463,272.409,336.602,37.634,35.517,14.817,16.138,336.846,355.781,53.772,65.571,103.423,99.889
Mcm10,0,-1.18349956425881,0.000020852752303886,2.95506599130792,9.72090112550996e-7,238,255,144,152,56,55,199,127,224,227,182,198,11.671,11.747,5.975,6.706,2.601,2.748,8.947,5.776,9.644,10.423,7.361,8.030
Mad2l1,0,-1.23082314171553,0.0000209020093240187,3.47627001799163,9.75155370795678e-7,356,388,266,216,85,89,270,136,275,288,315,257,17.458,17.873,11.037,9.530,3.948,4.447,12.139,6.185,11.839,13.224,12.741,10.423
Il18r1,0,-2.64534287279429,0.0000212869898183457,3.89527008917446,9.93899336969009e-7,639,534,40,28,4,5,348,761,92,51,453,629,31.336,24.599,1.660,1.235,0.186,0.250,15.646,34.609,3.961,2.342,18.322,25.510
Pola1,0,-1.02525422574655,0.000021859616572995,4.64949237069868,0.000001022244109948,945,843,846,671,333,299,519,250,1066,923,261,278,46.341,38.833,35.103,29.605,15.467,14.939,23.335,11.370,45.894,42.382,10.557,11.275
Bbs1,0,1.2132491017719,0.0000218746415371221,1.90887145322979,0.00000102375157420138,96,100,96,73,149,183,39,33,120,113,21,12,4.708,4.607,3.983,3.221,6.921,9.143,1.753,1.501,5.166,5.189,0.849,0.487
Kif20a,0,-1.46861417651029,0.000022173514366815,3.01487218257016,0.00000104018657116484,259,306,231,184,65,62,188,81,241,245,196,139,12.701,14.096,9.585,8.118,3.019,3.098,8.453,3.684,10.376,11.250,7.928,5.637
Mgam,0,1.95057279801159,0.0000223279264331057,2.11282987401354,0.00000104825174320773,228,276,10,14,51,29,167,145,9,21,102,90,11.181,12.714,0.415,0.618,2.369,1.449,7.508,6.594,0.387,0.964,4.126,3.650
Mthfd1l,0,-1.50510078188321,0.0000230728853749569,2.57463409338941,0.0000010840750073152,279,266,196,127,53,43,122,62,281,243,21,37,13.682,12.253,8.133,5.603,2.462,2.148,5.485,2.820,12.098,11.158,0.849,1.501
Ipo5,0,-1.23393814474629,0.0000234512859049068,7.93528048007921,0.00000110357977380977,6471,6553,11276,8989,4255,3066,5871,4858,6339,7820,2264,2291,317.329,301.868,467.869,396.596,197.637,153.182,263.965,220.936,272.908,359.080,91.572,92.914
Fam171a2,0,1.10346673057854,0.0000235162951388158,2.990838026209,0.0000011083694791134,276,294,125,104,174,243,149,160,327,299,43,57,13.535,13.543,5.187,4.588,8.082,12.141,6.699,7.277,14.078,13.730,1.739,2.312
Ccrl2,0,-1.27007978659375,0.0000235518586467014,3.78053023203025,0.00000111091220372608,837,518,173,194,73,57,417,370,196,207,303,310,41.045,23.862,7.178,8.559,3.391,2.848,18.749,16.827,8.438,9.505,12.255,12.572
Oip5,0,-2.36796338452679,0.0000240732906685688,0.989833944115651,0.00000114170762985338,52,80,34,28,3,7,65,51,41,32,74,44,2.550,3.685,1.411,1.235,0.139,0.350,2.922,2.319,1.765,1.469,2.993,1.784
Kdr,0,1.16258334373296,0.0000246398175406916,3.11971084810402,0.00000117220221789301,70,116,221,231,392,470,29,30,367,431,34,51,3.433,5.344,9.170,10.192,18.208,23.482,1.304,1.364,15.800,19.791,1.375,2.068
Ak7,0,-1.84761811458282,0.0000248173333880286,-0.556396130891327,0.00000118338658783933,14,22,40,20,9,5,13,2,5,8,8,18,0.687,1.013,1.660,0.882,0.418,0.250,0.584,0.091,0.215,0.367,0.324,0.730
Kif2c,0,-1.62241474803858,0.0000255351290487726,1.94420940629206,0.00000121855338225314,149,209,79,63,22,17,73,57,111,113,89,64,7.307,9.628,3.278,2.780,1.022,0.849,3.282,2.592,4.779,5.189,3.600,2.596
Col4a4,0,-1.53418393981772,0.0000263783168245434,1.54429953469216,0.00000126364356692872,5,10,234,312,95,67,1,4,35,36,1,3,0.245,0.461,9.709,13.765,4.413,3.347,0.045,0.182,1.507,1.653,0.040,0.122
Olr1,0,-2.82355775930809,0.0000268125920177554,-0.118871505422478,0.00000128754526494785,18,22,13,22,2,2,1,1,62,93,0,2,0.883,1.013,0.539,0.971,0.093,0.100,0.045,0.045,2.669,4.270,0.000,0.081
Gm20275,0,-6.23949443281655,0.0000273052113067263,0.51944231345222,0.00000131407396847559,39,40,17,4,0,0,133,84,15,18,10,9,1.913,1.843,0.705,0.176,0.000,0.000,5.980,3.820,0.646,0.827,0.404,0.365
Cavin1,0,1.15785158530876,0.0000276291005201758,8.16715761452851,0.00000133134625057541,1081,1405,10406,10691,21496,18706,391,396,10309,7985,81,76,53.011,64.722,431.771,471.689,998.452,934.581,17.580,18.010,443.825,366.656,3.276,3.082
Gm16796,0,-1.6351505139187,0.0000276291005201758,-0.282493263838536,0.00000133271094528682,12,16,36,34,10,9,21,11,27,17,7,5,0.588,0.737,1.494,1.500,0.464,0.450,0.944,0.500,1.162,0.781,0.283,0.203
Pde2a,0,-1.10092975266848,0.0000278227574464403,3.87887098615026,0.00000134409950797219,259,338,876,503,255,285,57,51,790,989,21,17,12.701,15.570,36.347,22.192,11.844,14.239,2.563,2.319,34.011,45.413,0.849,0.689
Ivns1abp,0,-1.17143375806207,0.0000291809822650969,8.11029601097914,0.00000142152472567012,8596,7952,7502,4960,2410,2258,9114,7164,8338,7886,4491,4689,421.536,366.314,311.276,218.836,111.940,112.813,409.773,325.811,358.969,362.110,181.647,190.167
Rad54b,0,-1.98773267832405,0.0000291809822650969,1.65765430507379,0.00000142142243401031,118,140,70,57,14,13,76,29,88,80,66,90,5.787,6.449,2.904,2.515,0.650,0.650,3.417,1.319,3.789,3.673,2.669,3.650
Snord104,0,-1.41396133791652,0.0000302452611892355,0.868556265771543,0.00000148004699884776,57,52,71,52,18,21,46,42,54,61,8,9,2.795,2.395,2.946,2.294,0.836,1.049,2.068,1.910,2.325,2.801,0.324,0.365
Dhrs9,0,1.65152542468925,0.0000309373985717671,3.72303238306438,0.00000151846976322666,34,50,307,528,1300,972,17,27,118,239,12,11,1.667,2.303,12.738,23.295,60.383,48.563,0.764,1.228,5.080,10.974,0.485,0.446
Optc,0,1.15934140549523,0.0000312781785838196,3.12939667823094,0.00000153749757489175,13,10,325,403,756,639,0,0,111,147,3,1,0.638,0.461,13.485,17.780,35.115,31.925,0.000,0.000,4.779,6.750,0.121,0.041
Pik3ap1,0,-4.07576924495827,0.0000313049681501323,2.49314560964874,0.00000153996623925556,286,356,37,8,2,0,597,236,11,19,12,4,14.025,16.399,1.535,0.353,0.093,0.000,26.842,10.733,0.474,0.872,0.485,0.162
Btbd8,0,1.67964385188019,0.000031381317081495,-0.681787283796571,0.00000154487664207809,6,11,10,10,24,31,13,4,21,6,7,5,0.294,0.507,0.415,0.441,1.115,1.549,0.584,0.182,0.904,0.276,0.283,0.203
Mturn,0,1.36296247788432,0.0000314924063821247,1.86027530754486,0.0000015538215886688,43,74,59,75,144,151,67,67,100,106,47,36,2.109,3.409,2.448,3.309,6.689,7.544,3.012,3.047,4.305,4.867,1.901,1.460
Slc38a4,0,-2.10793536891496,0.0000320603606102169,0.231848001976955,0.00000158538300379453,3,3,94,31,10,14,2,4,72,74,1,2,0.147,0.138,3.900,1.368,0.464,0.699,0.090,0.182,3.100,3.398,0.040,0.081
Trim21,0,1.00837920109136,0.0000323352867176857,3.57826099775768,0.00000160402752796412,245,307,237,175,354,348,492,305,266,210,149,133,12.014,14.142,9.834,7.721,16.443,17.387,22.121,13.871,11.452,9.643,6.027,5.394
Slc38a3,0,-1.68575394188341,0.0000324261366717287,3.72790598380301,0.00000161062896011015,52,53,280,96,43,54,357,255,77,52,641,874,2.550,2.441,11.618,4.236,1.997,2.698,16.051,11.597,3.315,2.388,25.926,35.446
NA,0,1.26458533293017,0.0000325766951885763,0.790271561330305,0.00000161930590528594,0,8,41,53,89,104,1,1,89,75,0,0,0.000,0.369,1.701,2.338,4.134,5.196,0.045,0.045,3.832,3.444,0.000,0.000
Atp13a4,0,-1.56854810481054,0.000033416697133153,5.95878110680233,0.00000166351930612443,151,245,79,75,20,24,2399,3818,1,6,2734,3098,7.405,11.286,3.278,3.309,0.929,1.199,107.861,173.638,0.043,0.276,110.582,125.642
Slain1,0,-3.25596815752906,0.0000357608228833676,2.48739076831921,0.00000179961307278758,369,389,16,20,1,2,282,216,26,35,108,63,18.095,17.920,0.664,0.882,0.046,0.100,12.679,9.823,1.119,1.607,4.368,2.555
Vim,0,1.28042328383706,0.0000360239619349801,8.08784185648414,0.00000181451870521313,710,757,6915,10521,19179,17349,189,168,11989,10765,139,150,34.817,34.872,286.920,464.188,890.831,866.783,8.498,7.640,516.152,494.309,5.622,6.083
Hal,0,-2.8530008622141,0.0000363612145720807,0.798506526898783,0.00000183643602338799,66,109,42,109,10,8,2,2,47,84,0,0,3.237,5.021,1.743,4.809,0.464,0.400,0.090,0.091,2.023,3.857,0.000,0.000
Greb1,0,-3.08068821277158,0.0000363612145720807,-0.363849203927844,0.00000183535478746588,18,13,26,6,3,0,1,1,24,103,1,0,0.883,0.599,1.079,0.265,0.139,0.000,0.045,0.045,1.033,4.730,0.040,0.000
Hamp,0,-3.36342869745675,0.0000366373669448326,-1.23441303604638,0.00000185350379149876,5,13,22,17,1,2,1,1,11,22,0,0,0.245,0.599,0.913,0.750,0.046,0.100,0.045,0.045,0.474,1.010,0.000,0.000
Tmco6,0,1.32620458925628,0.0000367226241881206,2.27305136147363,0.00000185984941256508,261,213,72,75,140,174,67,70,118,72,41,38,12.799,9.812,2.987,3.309,6.503,8.693,3.012,3.184,5.080,3.306,1.658,1.541
Col17a1,0,1.08846753991383,0.0000369217555214196,8.99807517728438,0.00000187196655905354,57,84,16517,20029,34365,32251,111,91,23865,21447,135,103,2.795,3.870,685.331,883.683,1596.195,1611.310,4.991,4.139,1027.440,984.806,5.460,4.177
Il1b,0,-1.66971412079527,0.0000371841161887794,-0.924453768682435,0.00000188937284141081,4,7,42,26,7,11,6,4,2,3,3,7,0.196,0.322,1.743,1.147,0.325,0.550,0.270,0.182,0.086,0.138,0.121,0.284
Zfp189,0,1.13738792823317,0.0000382673670886014,1.78000506527992,0.00000194863814160287,95,105,69,53,115,113,67,59,132,113,16,11,4.659,4.837,2.863,2.338,5.342,5.646,3.012,2.683,5.683,5.189,0.647,0.446
Spdl1,0,-1.69162044615037,0.000038542231447136,2.38149574440791,0.00000196830704767007,209,223,100,65,22,21,153,74,139,94,140,140,10.249,10.273,4.149,2.868,1.022,1.049,6.879,3.365,5.984,4.316,5.663,5.678
Arsj,0,-1.40864262078702,0.0000387132832303254,0.955137405237893,0.00000197989122815969,8,6,100,76,24,32,8,12,144,99,8,11,0.392,0.276,4.149,3.353,1.115,1.599,0.360,0.546,6.200,4.546,0.324,0.446
Zfp429,0,1.31690969301925,0.00003921719893064,2.0412831545528,0.00000200854854525372,208,209,39,28,73,69,101,81,64,51,91,83,10.200,9.628,1.618,1.235,3.391,3.447,4.541,3.684,2.755,2.342,3.681,3.366
Prag1,0,-1.1494928561962,0.0000393205498283412,5.38640956863076,0.00000201673521692143,3053,3993,1033,887,440,297,637,648,577,1033,158,140,149.715,183.940,42.862,39.135,20.437,14.839,28.640,29.470,24.841,47.433,6.391,5.678
Rps19bp1,0,-1.01124234410888,0.0000400447798117101,3.73621104331283,0.00000206124754246229,494,465,262,200,93,101,505,342,288,315,238,273,24.225,21.421,10.871,8.824,4.320,5.046,22.705,15.554,12.399,14.464,9.626,11.072
Nedd9,0,-1.11441317641797,0.0000400456044495641,7.67643499410239,0.00000206276339193457,5315,5428,8112,7902,3204,3098,4278,4830,9513,7641,740,787,260.640,250.044,336.587,348.638,148.820,154.781,192.342,219.663,409.555,350.860,29.931,31.918
Mepce,0,1.01498839872374,0.0000400724269278044,6.19170624678697,0.00000206561941667662,1337,1408,1680,1279,2079,2967,834,737,5501,3050,360,325,65.565,64.860,69.707,56.430,96.566,148.236,37.497,33.518,236.830,140.050,14.561,13.181
Il33,0,-2.820854739513,0.0000406590999826,3.30630801662903,0.0000020973567156851,954,2017,19,32,6,0,6,7,69,58,4,6,46.783,92.914,0.788,1.412,0.279,0.000,0.270,0.318,2.971,2.663,0.162,0.243
4632415L05Rik,0,1.11231531324219,0.0000413364087018537,2.73050711350981,0.00000213533676063882,109,115,81,83,140,162,152,138,112,73,218,251,5.345,5.298,3.361,3.662,6.503,8.094,6.834,6.276,4.822,3.352,8.817,10.180
Slc7a5,0,-1.0710782660609,0.0000425653518912715,8.02197301560028,0.00000220665148882599,2256,2333,7982,7947,3361,3105,7126,5788,7736,6377,5984,6370,110.631,107.471,331.193,350.623,156.113,155.131,320.391,263.232,333.051,292.820,242.034,258.341
Fat4,0,1.12698898459952,0.0000434626571221056,4.89030401173445,0.00000226116476583603,103,207,1057,1042,2010,1898,107,112,729,1074,49,28,5.051,9.536,43.858,45.973,93.361,94.827,4.811,5.094,31.385,49.316,1.982,1.136
Gm10687,0,1.47391034856989,0.0000438480881276868,0.981665957303421,0.00000228450313336157,7,8,50,73,168,126,2,2,33,47,4,1,0.343,0.369,2.075,3.221,7.803,6.295,0.090,0.091,1.421,2.158,0.162,0.041
Fam3c,0,-1.09224810483176,0.0000439952563476376,7.0324188207192,0.00000229534837561905,2405,1914,2437,1849,877,825,8131,8150,1929,1690,1826,1871,117.938,88.170,101.117,81.578,40.735,41.218,365.576,370.653,83.048,77.602,73.856,75.880
Ryr2,0,1.30346194904094,0.0000441467915137896,-0.20185891870982,0.00000230487866213133,0,2,13,24,47,31,2,2,51,47,0,0,0.000,0.092,0.539,1.059,2.183,1.549,0.090,0.091,2.196,2.158,0.000,0.000
Lyzl4,0,3.58411538562955,0.0000448020693668948,0.662226777912591,0.00000234403556568396,136,123,1,1,10,13,47,30,2,0,34,20,6.669,5.666,0.041,0.044,0.464,0.650,2.113,1.364,0.086,0.000,1.375,0.811
Dsc2,0,-1.00011061386863,0.0000448385880114038,3.67400625250452,0.00000234759596527568,733,945,216,162,80,80,267,247,468,525,46,55,35.945,43.532,8.962,7.147,3.716,3.997,12.005,11.233,20.148,24.107,1.861,2.231
1300017J02Rik,0,1.26374440630074,0.0000462119055635678,-0.362632948134073,0.00000242629932077012,3,3,18,22,36,46,8,16,5,1,19,10,0.147,0.138,0.747,0.971,1.672,2.298,0.360,0.728,0.215,0.046,0.768,0.406
Chac1,0,-2.37342088153224,0.0000463501916023467,2.77549362376556,0.00000243867596274167,126,430,184,90,17,27,246,184,162,207,139,73,6.179,19.808,7.635,3.971,0.790,1.349,11.060,8.368,6.974,9.505,5.622,2.961
Fgf14,0,-1.69748633157622,0.0000469921138624547,0.348863718571151,0.00000248109508784806,10,24,93,65,17,24,28,12,15,30,8,6,0.490,1.106,3.859,2.868,0.790,1.199,1.259,0.546,0.646,1.378,0.324,0.243
Cda,0,-1.4907634593961,0.0000479252687031278,4.7340111094666,0.00000253741718473089,67,63,1617,2362,684,537,84,135,772,1569,9,9,3.286,2.902,67.093,104.212,31.771,26.829,3.777,6.140,33.236,72.046,0.364,0.365
Mis18bp1,0,-1.82907527680666,0.0000480405717910304,1.80464136204245,0.00000254853709118469,105,111,79,56,17,15,98,46,68,53,143,104,5.149,5.113,3.278,2.471,0.790,0.749,4.406,2.092,2.928,2.434,5.784,4.218
Krt32,0,1.44534222038776,0.0000483918195267266,1.00203451732666,0.00000256924079535916,3,5,54,85,179,147,2,1,22,29,0,0,0.147,0.230,2.241,3.750,8.314,7.344,0.090,0.045,0.947,1.332,0.000,0.000
Ctcfl,0,-1.03232254159703,0.0000486558676923825,-0.223354370958615,0.00000258863036473693,0,0,67,68,26,30,0,0,10,14,0,0,0.000,0.000,2.780,3.000,1.208,1.499,0.000,0.000,0.431,0.643,0.000,0.000
Zwilch,0,-1.26069997919694,0.0000489590992810396,3.18669536595982,0.00000260656450420046,283,311,212,154,59,70,227,115,261,270,239,218,13.878,14.326,8.796,6.795,2.740,3.497,10.206,5.230,11.237,12.398,9.667,8.841
Armh1,0,1.06578970438376,0.0000503887249982879,0.210843657675573,0.00000269380100160095,5,6,29,41,61,64,3,4,40,36,5,3,0.245,0.276,1.203,1.809,2.833,3.198,0.135,0.182,1.722,1.653,0.202,0.122
Ttc9,0,-2.93922738995287,0.0000506491208169688,2.19010469624012,0.00000271331248057348,178,232,22,16,3,1,336,374,28,20,12,14,8.729,10.687,0.913,0.706,0.139,0.050,15.107,17.009,1.205,0.918,0.485,0.568
Gm14137,0,-2.00706168893289,0.0000506491208169688,2.22646477132846,0.00000271175189259146,139,154,35,32,8,6,329,366,29,20,55,53,6.816,7.094,1.452,1.412,0.372,0.300,14.792,16.645,1.249,0.918,2.225,2.149
Pcolce,0,-1.0194650578357,0.0000513884595097939,3.33137506367423,0.00000276048239023876,144,163,511,434,212,184,22,47,337,340,202,157,7.062,7.509,21.203,19.148,9.847,9.193,0.989,2.138,14.509,15.612,8.170,6.367
Lnx1,0,-1.14710058881068,0.0000515406288865576,3.63335575099204,0.00000277434563674284,624,661,124,101,35,51,586,405,128,126,251,230,30.600,30.449,5.145,4.456,1.626,2.548,26.347,18.419,5.511,5.786,10.152,9.328
Cox4i2,0,1.19647064559287,0.0000517080507796832,-0.29530087083261,0.00000278716267678119,8,14,10,35,54,34,2,1,16,24,2,2,0.392,0.645,0.415,1.544,2.508,1.699,0.090,0.045,0.689,1.102,0.081,0.081
Snx10,0,-1.09218044528072,0.0000520368755748701,3.58775283418761,0.00000281254535558645,478,487,289,379,152,117,92,100,423,493,214,159,23.440,22.434,11.991,16.722,7.060,5.846,4.136,4.548,18.211,22.638,8.656,6.448
Fignl1,0,-2.22514598235311,0.0000522623325351718,1.56186960323553,0.00000282857688506706,142,155,46,27,6,7,55,23,65,47,101,98,6.963,7.140,1.909,1.191,0.279,0.350,2.473,1.046,2.798,2.158,4.085,3.974
Myo15,0,-1.2311275500811,0.0000536216182453277,0.343893453747694,0.0000029080637732666,9,21,96,65,33,25,13,11,23,34,0,3,0.441,0.967,3.983,2.868,1.533,1.249,0.584,0.500,0.990,1.561,0.000,0.122
Rnf125,0,-1.13280925717167,0.0000539605404981852,4.17103349281174,0.00000292842993615744,795,782,98,118,43,41,685,527,176,229,567,501,38.986,36.023,4.066,5.206,1.997,2.048,30.798,23.967,7.577,10.515,22.933,20.319
Sgo2a,0,-1.69285329641952,0.0000540368989824571,1.74875066682111,0.00000293456208462809,86,91,87,55,23,14,70,37,115,102,111,89,4.217,4.192,3.610,2.427,1.068,0.699,3.147,1.683,4.951,4.684,4.490,3.609
Nt5dc2,0,-1.45650322940782,0.0000557125505694805,2.44120127221121,0.00000302966075800037,202,236,204,144,51,56,116,53,196,212,48,31,9.906,10.871,8.464,6.353,2.369,2.798,5.215,2.410,8.438,9.735,1.941,1.257
Lgi2,0,-2.19209426545073,0.0000561282255345426,-0.542026957734424,0.00000306465604670007,1,5,27,17,3,5,44,12,18,23,9,2,0.049,0.230,1.120,0.750,0.139,0.250,1.978,0.546,0.775,1.056,0.364,0.081
Nkain3,0,1.33376716563033,0.0000572258094500442,0.637070326268541,0.00000313090174959402,0,0,52,34,97,87,0,0,82,57,0,2,0.000,0.000,2.158,1.500,4.505,4.347,0.000,0.000,3.530,2.617,0.000,0.081
Trpv6,0,1.28042560432883,0.0000581616945389629,3.01211777115174,0.00000319066509281407,32,34,159,192,307,421,4,4,744,449,0,1,1.569,1.566,6.597,8.471,14.260,21.034,0.180,0.182,32.031,20.617,0.000,0.041
Wscd2,0,1.29196166346417,0.0000584034603386165,2.88111599396027,0.0000032060768543808,16,7,202,324,555,555,1,1,195,178,0,1,0.785,0.322,8.381,14.295,25.779,27.729,0.045,0.045,8.395,8.173,0.000,0.041
Artn,0,1.22669699140795,0.0000585270562904808,1.22933156255253,0.00000321501508670988,2,6,54,65,116,122,7,3,147,113,2,1,0.098,0.276,2.241,2.868,5.388,6.095,0.315,0.136,6.329,5.189,0.081,0.041
Lgi3,0,1.04451388082994,0.0000590225765733314,-0.301662259025716,0.00000324440668900832,1,4,21,41,52,57,1,0,3,20,0,0,0.049,0.184,0.871,1.809,2.415,2.848,0.045,0.000,0.129,0.918,0.000,0.000
Inka2,0,1.32214211346375,0.000062415971576888,1.41327305688367,0.00000345390269147649,42,43,67,67,154,132,9,2,106,64,13,20,2.060,1.981,2.780,2.956,7.153,6.595,0.405,0.091,4.564,2.939,0.526,0.811
Mia,0,-1.22272613565514,0.0000636611540400841,3.5542588339207,0.00000353051581074799,194,244,744,653,275,234,28,37,380,675,11,11,9.513,11.240,30.870,28.810,12.773,11.691,1.259,1.683,16.360,30.995,0.445,0.446
Slc7a3,0,-1.52325806400592,0.0000636611540400841,0.0114587746167408,0.00000353217632335431,19,15,53,22,14,8,30,37,21,25,7,5,0.932,0.691,2.199,0.971,0.650,0.400,1.349,1.683,0.904,1.148,0.283,0.203
Syngr1,0,-1.95354264809194,0.000064633332540992,3.09532189416269,0.00000359087281124758,413,477,46,19,8,6,246,237,46,47,304,305,20.253,21.973,1.909,0.838,0.372,0.300,11.060,10.778,1.980,2.158,12.296,12.370
Nabp1,0,1.08357886148227,0.0000655146863837582,6.89417325517127,0.00000364465969359588,3021,3927,2107,2327,4323,3718,2145,2581,3147,2577,1410,1433,148.146,180.900,87.425,102.668,200.796,185.757,96.441,117.381,135.485,118.331,57.030,58.117
Fam221a,0,1.50315030229751,0.0000659329078098645,1.94351384386089,0.00000367277760124121,236,251,16,30,56,56,55,44,73,76,83,69,11.573,11.562,0.664,1.324,2.601,2.798,2.473,2.001,3.143,3.490,3.357,2.798
Nav3,0,-1.8967145874763,0.0000705637467556143,3.37688147416615,0.00000395150750807774,763,794,30,32,7,7,371,367,18,23,207,202,37.416,36.576,1.245,1.412,0.325,0.350,16.680,16.691,0.775,1.056,8.372,8.192
Hdx,0,-1.21412062399027,0.0000706406224885533,0.676140987943589,0.00000396880792302958,6,6,111,94,44,31,1,0,56,77,1,2,0.294,0.276,4.606,4.147,2.044,1.549,0.045,0.000,2.411,3.536,0.040,0.081
2610528J11Rik,0,-3.46896614335296,0.0000709607116561367,2.522518440073,0.00000398940238458284,256,285,21,8,1,1,281,212,15,12,188,177,12.554,13.129,0.871,0.353,0.046,0.050,12.634,9.642,0.646,0.551,7.604,7.178
F3,0,-1.51293745476177,0.0000731846812079888,6.94067303922253,0.00000412703853296121,5706,9942,5049,4483,1713,1135,2343,2668,1573,2699,239,186,279.814,457.985,209.495,197.791,79.566,56.706,105.343,121.338,67.721,123.933,9.667,7.543
Hhipl2,0,-1.16210349076357,0.0000746069965735854,6.63471263729851,0.0000042163562580311,1006,1793,197,129,65,58,3542,3542,71,71,4623,5315,49.333,82.596,8.174,5.692,3.019,2.898,159.251,161.086,3.057,3.260,186.986,215.555
Trp53cor1,0,1.69238184309848,0.0000757525420911467,-0.500007222133539,0.00000429224455720836,6,8,6,12,28,22,1,6,43,34,4,3,0.294,0.369,0.249,0.529,1.301,1.099,0.045,0.273,1.851,1.561,0.162,0.122
Bdkrb2,0,-1.75435387923614,0.0000760795758896114,0.407335880952133,0.00000431357395216495,6,19,62,46,17,10,3,0,77,114,0,1,0.294,0.875,2.573,2.030,0.790,0.500,0.135,0.000,3.315,5.235,0.000,0.041
Kantr,0,1.1045705719619,0.0000764173143694749,1.34203846420815,0.00000433553474218074,39,39,75,63,114,138,19,22,74,58,18,19,1.913,1.797,3.112,2.780,5.295,6.895,0.854,1.001,3.186,2.663,0.728,0.771
Creb3l4,0,1.10141979918501,0.0000768859157568492,2.01288020889664,0.00000436494970428707,104,124,93,93,165,175,46,62,91,80,35,30,5.100,5.712,3.859,4.103,7.664,8.743,2.068,2.820,3.918,3.673,1.416,1.217
Csf2rb2,0,-1.51414918684629,0.0000802368524645776,3.70448932725448,0.00000457880562833658,193,329,252,231,47,96,43,34,1065,1710,12,9,9.464,15.156,10.456,10.192,2.183,4.796,1.933,1.546,45.851,78.520,0.485,0.365
E2f8,0,-1.22429372685956,0.0000813869973911025,2.94487282025812,0.00000465042889541124,214,264,240,171,90,59,215,119,178,170,171,167,10.494,12.161,9.958,7.545,4.180,2.948,9.667,5.412,7.663,7.806,6.916,6.773
Olfml2a,0,-1.18461074051312,0.0000815899062922434,3.15188735065151,0.00000466517282516101,16,25,884,581,225,317,10,5,229,281,4,4,0.785,1.152,36.679,25.634,10.451,15.838,0.450,0.227,9.859,12.903,0.162,0.162
Ogn,0,1.33254427334362,0.0000823762955191565,2.46952499886926,0.00000471604973795237,31,52,155,146,404,244,7,6,284,187,16,14,1.520,2.395,6.431,6.442,18.765,12.191,0.315,0.273,12.227,8.587,0.647,0.568
Cxcl5,0,-3.46864968506744,0.0000856962597949112,0.197385252374041,0.00000491557706391944,25,51,21,8,2,0,20,33,18,25,43,40,1.226,2.349,0.871,0.353,0.093,0.000,0.899,1.501,0.775,1.148,1.739,1.622
Cfap45,0,2.03249684852093,0.0000878330732969843,0.145149998293455,0.0000050446089781299,75,95,6,5,21,18,10,7,20,10,11,10,3.678,4.376,0.249,0.221,0.975,0.899,0.450,0.318,0.861,0.459,0.445,0.406
Rhbg,0,-2.0265780714373,0.0000906025655030195,1.58531390494421,0.00000520700567775549,134,127,46,41,12,6,224,123,22,22,31,18,6.571,5.850,1.909,1.809,0.557,0.300,10.071,5.594,0.947,1.010,1.254,0.730
Ciita,0,1.1697398136828,0.0000950876038878973,0.178238392123081,0.00000549275315883582,13,12,27,22,45,49,40,29,15,17,11,6,0.638,0.553,1.120,0.971,2.090,2.448,1.798,1.319,0.646,0.781,0.445,0.243
Zfp113,0,1.39146759839127,0.0000953706062083496,1.72549991671446,0.00000551260982204339,209,196,34,34,66,86,50,40,60,56,29,48,10.249,9.029,1.411,1.500,3.066,4.297,2.248,1.819,2.583,2.571,1.173,1.947
Chd5,0,-1.26996590748401,0.0000958609784417813,0.014241837716299,0.0000055444813315604,11,5,51,43,17,16,11,5,62,39,0,1,0.539,0.230,2.116,1.897,0.790,0.799,0.495,0.227,2.669,1.791,0.000,0.041
Lrfn3,0,1.2269277129826,0.0000970971853624894,0.625547239426716,0.00000562312703780707,19,29,43,27,60,79,9,15,50,39,17,15,0.932,1.336,1.784,1.191,2.787,3.947,0.405,0.682,2.153,1.791,0.688,0.608
