SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Eepd1,0,-1.41697096903801,0.00284126187148664,1.96719407761085,0.000280582319550761,81,98,126,101,39,33,53,129,139,169,46,52,3.972,4.514,5.228,4.456,1.811,1.649,2.383,5.867,5.984,7.760,1.861,2.109
Psrc1,0,-1.43634889478903,0.00285391189565484,1.89270515594699,0.000282041552365021,242,264,62,47,18,16,85,43,71,69,73,39,11.867,12.161,2.573,2.074,0.836,0.799,3.822,1.956,3.057,3.168,2.953,1.582
Cybb,0,-2.17317817383093,0.00286881853667876,0.716195493541176,0.000283725826063965,24,52,28,26,5,5,7,1,103,196,4,0,1.177,2.395,1.162,1.147,0.232,0.250,0.315,0.045,4.434,9.000,0.162,0.000
Pik3cd,0,1.01359277373102,0.00287119747658561,0.506794784325234,0.000284066743240689,23,36,23,36,59,43,7,6,56,57,13,13,1.128,1.658,0.954,1.588,2.740,2.148,0.315,0.273,2.411,2.617,0.526,0.527
Susd5,0,-1.73972323001162,0.00287339191145445,-0.371530188505039,0.000284389574370376,0,0,15,21,4,5,1,0,81,68,0,0,0.000,0.000,0.622,0.927,0.186,0.250,0.045,0.000,3.487,3.122,0.000,0.000
Cd302,0,-1.06397068951048,0.00290320279036044,2.13232280789185,0.000288087785628688,45,58,191,223,76,93,15,22,170,233,51,38,2.207,2.672,7.925,9.839,3.530,4.646,0.674,1.001,7.319,10.699,2.063,1.541
Mcrip2,0,-1.33202182975086,0.00290918780669766,2.38080145098241,0.00028889576107572,112,109,70,35,18,17,233,140,57,50,204,225,5.492,5.021,2.904,1.544,0.836,0.849,10.476,6.367,2.454,2.296,8.251,9.125
2010003K11Rik,0,-1.66862204515769,0.00290947234489573,-0.104158145299091,0.000289031065573364,24,36,22,16,7,3,37,40,2,4,24,15,1.177,1.658,0.913,0.706,0.325,0.150,1.664,1.819,0.086,0.184,0.971,0.608
Gdf10,0,-1.60765342494709,0.00291774820407595,-0.696775810664239,0.000290067907112595,9,11,24,16,6,5,5,3,36,29,5,0,0.441,0.507,0.996,0.706,0.279,0.250,0.225,0.136,1.550,1.332,0.202,0.000
Wfdc3,0,-1.28254287136234,0.00293232501908077,4.69751334648178,0.000291840729114885,663,660,39,33,10,15,906,1187,19,23,1149,1092,32.513,30.403,1.618,1.456,0.464,0.749,40.734,53.983,0.818,1.056,46.473,44.287
Esrrg,0,-1.38050882540826,0.00293826170020782,2.47301375909803,0.000292647795079383,266,376,60,36,15,16,146,94,11,17,221,170,13.044,17.321,2.490,1.588,0.697,0.799,6.564,4.275,0.474,0.781,8.939,6.895
D730002M21Rik,0,1.14643003841653,0.00293896333484542,3.38927710336692,0.000292825810764245,75,90,18,31,47,46,233,294,18,19,627,688,3.678,4.146,0.747,1.368,2.183,2.298,10.476,13.371,0.775,0.872,25.360,27.902
Ttc26,0,1.00228883882125,0.00298610493356872,1.91562182758517,0.000297852403506561,86,67,100,89,161,161,16,10,203,130,17,11,4.217,3.086,4.149,3.927,7.478,8.044,0.719,0.455,8.740,5.969,0.688,0.446
Ccdc40,0,-1.18014847984731,0.00302675460849515,0.0105990343410665,0.000302129778610226,28,35,37,30,10,15,2,2,66,32,4,1,1.373,1.612,1.535,1.324,0.464,0.749,0.090,0.091,2.841,1.469,0.162,0.041
C4a,0,-1.00730903993016,0.00303672747889357,1.82394982779219,0.000303348728989148,87,89,104,111,40,51,46,58,168,144,32,45,4.266,4.100,4.315,4.897,1.858,2.548,2.068,2.638,7.233,6.612,1.294,1.825
Txnl4b,0,1.17393747488571,0.00304527105527195,1.52007345849885,0.000304426265027186,71,101,32,42,72,71,82,53,60,36,69,59,3.482,4.653,1.328,1.853,3.344,3.547,3.687,2.410,2.583,1.653,2.791,2.393
Slc28a2b,0,3.71340025536971,0.00307467114170261,-2.2098631707723,0.000307629344886227,1,4,1,0,6,8,0,0,8,8,0,0,0.049,0.184,0.041,0.000,0.279,0.400,0.000,0.000,0.344,0.367,0.000,0.000
Ltk,0,-2.61855212618934,0.00307704287336748,2.36059361745561,0.000308055250687403,354,383,7,16,2,1,249,203,17,11,75,81,17.360,17.643,0.290,0.706,0.093,0.050,11.195,9.232,0.732,0.505,3.034,3.285
Rgs3,0,1.05712582208954,0.00315234297557492,2.05166179808651,0.00031617377208202,124,103,46,30,58,76,75,68,121,125,124,123,6.081,4.745,1.909,1.324,2.694,3.797,3.372,3.093,5.209,5.740,5.015,4.988
Tmem255b,0,-1.60857508845016,0.00317180139947551,-0.0380894210897562,0.000318708915779374,14,19,12,28,5,6,2,0,71,94,2,0,0.687,0.875,0.498,1.235,0.232,0.300,0.090,0.000,3.057,4.316,0.081,0.000
Dusp2,0,-1.03391732418895,0.00325281734449876,3.35903618138348,0.000328166053151904,249,275,447,300,127,180,100,38,695,632,14,19,12.211,12.668,18.547,13.236,5.899,8.993,4.496,1.728,29.921,29.020,0.566,0.771
Entpd3,0,-1.84533417870628,0.00325281734449876,1.91608018656335,0.000328154854798953,286,333,19,28,3,8,78,120,44,41,49,42,14.025,15.340,0.788,1.235,0.139,0.400,3.507,5.457,1.894,1.883,1.982,1.703
Zdbf2,0,-1.45297701192464,0.00328911376813186,1.92731823292189,0.000332032398546566,153,75,127,69,28,32,15,13,280,311,2,2,7.503,3.455,5.270,3.044,1.301,1.599,0.674,0.591,12.055,14.281,0.081,0.081
Snord73a,0,-1.28874504854353,0.00328911376813186,-0.355755513492868,0.000332069913527128,12,11,33,22,13,6,23,30,20,17,5,1,0.588,0.507,1.369,0.971,0.604,0.300,1.034,1.364,0.861,0.781,0.202,0.041
Enpp3,0,-1.00948214793453,0.00329224042858078,4.76179162871482,0.000332506713876679,1339,1542,61,46,22,23,946,940,115,157,802,838,65.663,71.033,2.531,2.030,1.022,1.149,42.533,42.750,4.951,7.209,32.438,33.986
Mustn1,0,-1.48484496427413,0.00330722391300833,1.90919147303814,0.000334141685312957,41,66,82,117,34,27,13,31,247,376,19,16,2.011,3.040,3.402,5.162,1.579,1.349,0.584,1.410,10.634,17.265,0.768,0.649
Ppbp,0,2.49327353361436,0.00330770298678995,-1.92170426392636,0.0003343678457182,0,0,2,4,18,12,0,1,4,8,0,0,0.000,0.000,0.083,0.176,0.836,0.600,0.000,0.045,0.172,0.367,0.000,0.000
Slc2a9,0,-1.09653754651289,0.00331436699621267,5.23888908679969,0.000335229216401951,316,743,115,114,41,50,1862,1523,70,75,1420,1883,15.496,34.227,4.772,5.030,1.904,2.498,83.717,69.264,3.014,3.444,57.434,76.367
E230016K23Rik,0,1.28295520409986,0.00332150290641706,-1.03159105534288,0.000336562014948032,4,2,11,13,21,29,5,11,0,2,4,8,0.196,0.092,0.456,0.574,0.975,1.449,0.225,0.500,0.000,0.092,0.162,0.324
Fat3,0,-1.67267332341193,0.00332361851565819,1.13574356645343,0.000336898672160061,0,0,56,93,15,25,0,1,256,170,0,0,0.000,0.000,2.324,4.103,0.697,1.249,0.000,0.045,11.021,7.806,0.000,0.000
Mcub,0,1.50329256805238,0.00336058804975978,-1.23350359812947,0.000341387968850464,5,5,9,7,21,18,1,3,12,12,1,0,0.245,0.230,0.373,0.309,0.975,0.899,0.045,0.136,0.517,0.551,0.040,0.000
Dusp5,0,-1.08209116518157,0.00337005932976468,7.4308593522388,0.000342598106190066,4618,8090,5317,4788,2229,1835,5608,6068,2909,4412,1658,1404,226.460,372.671,220.615,211.247,103.533,91.679,252.140,275.966,125.239,202.591,67.061,56.941
Scamp5,0,-2.25025711068021,0.00338170875136655,2.17969491121138,0.000343906802633546,229,235,14,15,2,3,167,211,16,9,135,128,11.230,10.825,0.581,0.662,0.093,0.150,7.508,9.596,0.689,0.413,5.460,5.191
Lrg1,0,-1.17908325746255,0.00343867860357929,5.86941417975097,0.000350839095173678,2031,2928,133,159,47,63,557,1122,454,620,2332,2986,99.597,134.880,5.518,7.015,2.183,3.148,25.043,51.027,19.546,28.469,94.322,121.100
Zfp109,0,1.01077048955194,0.00344494279293422,0.551197513450355,0.00035198521417191,54,40,29,24,46,45,15,8,41,50,18,14,2.648,1.843,1.203,1.059,2.137,2.248,0.674,0.364,1.765,2.296,0.728,0.568
Slc16a10,0,-1.0444984620296,0.00348208149394577,2.59185322038456,0.000356548541066672,56,104,239,152,89,71,64,47,389,449,42,31,2.746,4.791,9.917,6.706,4.134,3.547,2.877,2.138,16.747,20.617,1.699,1.257
Hbb-b1,0,-1.49331445560256,0.00351090022141628,0.662752945801479,0.000359886972179468,28,21,40,27,9,11,3,0,180,110,0,5,1.373,0.967,1.660,1.191,0.418,0.550,0.135,0.000,7.749,5.051,0.000,0.203
A330033J07Rik,0,-1.33879555337866,0.0035227413175517,-0.756592777211627,0.00036135997620715,2,1,27,24,8,9,0,1,32,38,0,0,0.098,0.046,1.120,1.059,0.372,0.450,0.000,0.045,1.378,1.745,0.000,0.000
F2rl3,0,1.09021288546734,0.00354495147541984,-0.11028956893538,0.000363784416139838,24,28,18,15,24,36,7,11,31,42,0,0,1.177,1.290,0.747,0.662,1.115,1.799,0.315,0.500,1.335,1.929,0.000,0.000
Gm9199,0,-1.87748535344127,0.00359086914433607,-0.46495962729253,0.000369933905005371,7,11,19,12,3,4,29,19,8,9,26,25,0.343,0.507,0.788,0.529,0.139,0.200,1.304,0.864,0.344,0.413,1.052,1.014
Nudt7,0,1.25880792026523,0.0035911127123466,1.60894274175496,0.000370091125769264,83,146,41,41,68,99,44,63,53,38,61,66,4.070,6.726,1.701,1.809,3.158,4.946,1.978,2.865,2.282,1.745,2.467,2.677
Sstr3,0,-1.2962468475693,0.00361949377273836,0.540390612813786,0.00037336016242035,4,4,29,32,11,10,1,0,166,136,1,1,0.196,0.184,1.203,1.412,0.511,0.500,0.045,0.000,7.147,6.245,0.040,0.041
Gask1a,0,-1.33884033244988,0.00363653948199204,-0.417324866619917,0.000375628908774038,20,27,25,26,8,9,4,0,26,30,2,9,0.981,1.244,1.037,1.147,0.372,0.450,0.180,0.000,1.119,1.378,0.081,0.365
Vinac1,0,-1.20466743480118,0.00365440059459024,-0.338165551806289,0.00037768907134935,5,8,30,30,13,9,17,19,22,27,6,9,0.245,0.369,1.245,1.324,0.604,0.450,0.764,0.864,0.947,1.240,0.243,0.365
Scrg1,0,1.55423582991457,0.00366807957490251,-1.36436173390379,0.000379716097835429,0,2,8,9,27,16,10,8,0,2,1,0,0.000,0.092,0.332,0.397,1.254,0.799,0.450,0.364,0.000,0.092,0.040,0.000
Scn4b,0,-1.00839156658005,0.00369844935042034,0.0260556645819469,0.000383466289027724,2,2,39,74,25,23,0,1,49,45,1,1,0.098,0.092,1.618,3.265,1.161,1.149,0.000,0.045,2.110,2.066,0.040,0.041
Zcchc12,0,-1.43177257841315,0.00370695901790576,0.6299303386771,0.000384621377920241,1,5,95,41,15,27,4,1,125,105,0,1,0.049,0.230,3.942,1.809,0.697,1.349,0.180,0.045,5.382,4.821,0.000,0.041
Lmod1,0,1.14510529339411,0.00371564226188955,6.92714918281812,0.000385795741677483,125,189,4520,5198,9098,9286,54,128,3287,2678,27,35,6.130,8.706,187.546,229.337,422.586,463.943,2.428,5.821,141.512,122.969,1.092,1.419
Nos2,0,1.47996031210344,0.00375147314106024,-0.446718493954257,0.000389930152820015,41,28,8,7,13,23,3,13,9,12,11,11,2.011,1.290,0.332,0.309,0.604,1.149,0.135,0.591,0.387,0.551,0.445,0.446
A230083G16Rik,0,1.25243651219721,0.0037729305470013,1.77542638449742,0.000392576900802814,47,59,65,63,99,160,21,31,251,139,9,10,2.305,2.718,2.697,2.780,4.598,7.994,0.944,1.410,10.806,6.383,0.364,0.406
Wdhd1,0,-1.02397972287092,0.0037812851024759,2.92712278813233,0.00039377279468568,306,382,120,89,47,40,158,78,188,171,224,210,15.006,17.597,4.979,3.927,2.183,1.998,7.104,3.547,8.094,7.852,9.060,8.517
Ifi204,0,-1.39954943532101,0.0037872714267723,-0.243493519675794,0.000394626464572617,21,38,25,22,9,6,6,6,31,42,4,4,1.030,1.750,1.037,0.971,0.418,0.300,0.270,0.273,1.335,1.929,0.162,0.162
1600014C10Rik,0,-1.23342789617568,0.00380467681608489,9.03618812555343,0.000397360384802078,737,407,40389,58873,22490,14000,307,410,6180,9186,722,733,36.141,18.749,1675.839,2597.487,1044.621,699.462,13.803,18.646,266.062,421.804,29.203,29.728
Sp5,0,-3.78468660471728,0.00384233625348181,-1.95267841731007,0.000402484687209343,0,1,14,6,0,1,0,1,16,9,0,0,0.000,0.046,0.581,0.265,0.000,0.050,0.000,0.045,0.689,0.413,0.000,0.000
Cxcl1,0,-1.00413978635606,0.00390515517843909,8.57014524914804,0.000409927065899655,11156,9123,5176,3252,1755,1783,3926,6079,4608,4712,16708,17147,547.074,420.257,214.765,143.479,81.517,89.081,176.516,276.466,198.384,216.366,675.785,695.413
Zfp810,0,1.04806421954432,0.00390698792940116,2.63400233414118,0.000410263201387502,296,292,39,42,73,70,156,167,45,80,170,178,14.515,13.451,1.618,1.853,3.391,3.497,7.014,7.595,1.937,3.673,6.876,7.219
Aldh3b2,0,1.60050570280676,0.00391010812732639,0.390733781760636,0.000410734710751567,68,90,7,6,17,17,55,43,5,4,19,9,3.335,4.146,0.290,0.265,0.790,0.849,2.473,1.956,0.215,0.184,0.768,0.365
Syt11,0,1.00561890441791,0.00393235936471328,2.38141160024694,0.00041350612842086,98,82,58,68,99,117,19,17,562,376,14,11,4.806,3.777,2.407,3.000,4.598,5.846,0.854,0.773,24.195,17.265,0.566,0.446
Fam131b,0,1.25197323547557,0.00393235936471328,-1.08544094182939,0.000413497557257699,1,0,18,14,27,38,4,0,0,4,0,0,0.049,0.000,0.747,0.618,1.254,1.899,0.180,0.000,0.000,0.184,0.000,0.000
Dach2,0,-3.39138865904473,0.00396486977132552,-0.935420714707445,0.000417508270559389,45,35,10,5,0,1,3,8,4,10,0,2,2.207,1.612,0.415,0.221,0.000,0.050,0.135,0.364,0.172,0.459,0.000,0.081
Scube1,0,-1.96461845072673,0.00401530320788554,1.90065206280536,0.000424148626139277,62,137,29,18,4,6,230,164,12,18,141,110,3.040,6.311,1.203,0.794,0.186,0.300,10.341,7.459,0.517,0.827,5.703,4.461
Thy1,0,1.06156588720719,0.00401851876710215,2.58325973319825,0.000424636149200389,12,32,184,256,427,363,8,11,134,183,16,18,0.588,1.474,7.635,11.295,19.833,18.136,0.360,0.500,5.769,8.403,0.647,0.730
Syn2,0,-1.8467575571428,0.00405354927811457,1.68952261301834,0.000428486959638808,94,300,56,83,14,19,8,9,147,191,5,9,4.610,13.820,2.324,3.662,0.650,0.949,0.360,0.409,6.329,8.770,0.202,0.365
4930550C14Rik,0,1.10919416732403,0.00408148997734606,-0.972259598527495,0.000432191329879758,3,3,13,19,30,29,0,2,7,10,0,1,0.147,0.138,0.539,0.838,1.393,1.449,0.000,0.091,0.301,0.459,0.000,0.041
Tnip3,0,-5.57398863953768,0.00410751139567898,0.44475138639663,0.000435551265401479,32,164,6,7,0,0,59,46,1,3,23,15,1.569,7.555,0.249,0.309,0.000,0.000,2.653,2.092,0.043,0.138,0.930,0.608
Kif20b,0,-1.07992172255915,0.0041574316107693,2.67882284116368,0.000441303587220627,178,173,107,73,42,30,116,63,100,94,331,254,8.729,7.969,4.440,3.221,1.951,1.499,5.215,2.865,4.305,4.316,13.388,10.301
Slc29a4,0,-1.40536200485755,0.00421037554560113,1.882924060881,0.000448162789411828,60,69,38,25,8,12,225,232,60,49,85,78,2.942,3.179,1.577,1.103,0.372,0.600,10.116,10.551,2.583,2.250,3.438,3.163
Klk9,0,-5.19973664624962,0.00424137576386008,-0.675767630974044,0.000452242796411439,60,65,6,4,0,0,9,5,0,1,1,2,2.942,2.994,0.249,0.176,0.000,0.000,0.405,0.227,0.000,0.046,0.040,0.081
Gm15910,0,1.95158587535795,0.00438181541812767,-1.56173174992716,0.000468990803610633,6,3,4,4,14,13,0,2,10,13,1,0,0.294,0.138,0.166,0.176,0.650,0.650,0.000,0.091,0.431,0.597,0.040,0.000
Gpr75,0,2.17253844819011,0.00438418053488084,-0.779789450157022,0.00046940525245606,9,20,1,4,8,12,8,9,8,18,23,15,0.441,0.921,0.041,0.176,0.372,0.600,0.360,0.409,0.344,0.827,0.930,0.608
Hoxd9,0,1.45335433297737,0.0044172681744051,-1.12743905409768,0.000473435453550243,4,4,8,9,18,22,2,0,22,10,2,2,0.196,0.184,0.332,0.397,0.836,1.099,0.090,0.000,0.947,0.459,0.081,0.081
Slc11a1,0,-1.26268269537911,0.00444349278374588,-0.584809566554208,0.000476573143405543,14,7,22,32,11,8,4,2,28,34,1,0,0.687,0.322,0.913,1.412,0.511,0.400,0.180,0.091,1.205,1.561,0.040,0.000
Tvp23a,0,-1.12734123395797,0.00447432784569546,0.73820414263423,0.000480703385313321,62,44,52,41,16,20,45,32,56,60,7,11,3.040,2.027,2.158,1.809,0.743,0.999,2.023,1.455,2.411,2.755,0.283,0.446
1700016G22Rik,0,1.00316323303702,0.00451054672935255,-0.145943675058305,0.000485590335556333,14,27,23,15,37,28,12,9,14,28,6,13,0.687,1.244,0.954,0.662,1.719,1.399,0.540,0.409,0.603,1.286,0.243,0.527
Tmem255a,0,-1.0126566011829,0.00453545736512487,1.71008473248367,0.000489607119808542,11,17,277,196,97,101,20,32,63,83,5,3,0.539,0.783,11.493,8.648,4.505,5.046,0.899,1.455,2.712,3.811,0.202,0.122
A930013F10Rik,0,-1.26262408338418,0.00454717491678835,1.42635545130046,0.000491206650564428,153,117,57,37,15,18,75,69,67,57,27,38,7.503,5.390,2.365,1.632,0.697,0.899,3.372,3.138,2.884,2.617,1.092,1.541
Polq,0,-1.29709116037387,0.00455384616145015,1.82225587063841,0.000492367732307533,119,139,69,39,23,14,74,41,83,64,131,117,5.836,6.403,2.863,1.721,1.068,0.699,3.327,1.865,3.573,2.939,5.299,4.745
Uts2b,0,1.54015969100134,0.00456896964202447,1.77583992237339,0.00049423344300938,0,0,80,140,342,213,0,0,94,53,0,1,0.000,0.000,3.319,6.177,15.885,10.642,0.000,0.000,4.047,2.434,0.000,0.041
Kcne4,0,-1.44021092806374,0.00458916114559301,2.3540792684876,0.000496946970970157,20,61,214,359,87,95,12,12,236,369,2,5,0.981,2.810,8.879,15.839,4.041,4.746,0.540,0.546,10.160,16.944,0.081,0.203
Serpinb5,0,1.0955133635608,0.00462454567912858,6.92698460650119,0.000501436260215311,2531,2886,2221,3321,6026,4206,670,1167,5249,5417,732,728,124.117,132.945,92.155,146.523,279.897,210.138,30.124,53.074,225.981,248.739,29.607,29.525
Zfp30,0,1.14161562154136,0.0046372240163966,0.302067633564676,0.000502981581380374,18,17,31,25,43,62,8,17,54,26,12,5,0.883,0.783,1.286,1.103,1.997,3.098,0.360,0.773,2.325,1.194,0.485,0.203
Prtn3,0,-1.28537155776922,0.00464115280539895,-0.399912464694851,0.000503578484238622,33,21,26,26,12,6,3,11,7,35,3,5,1.618,0.967,1.079,1.147,0.557,0.300,0.135,0.500,0.301,1.607,0.121,0.203
Mpig6b,0,2.05846851713466,0.00464701621355705,-1.02020330585656,0.000504642570087638,11,23,3,3,9,13,10,16,12,10,1,2,0.539,1.060,0.124,0.132,0.418,0.650,0.450,0.728,0.517,0.459,0.040,0.081
Snora73a,0,-1.46876963859974,0.00464701621355705,0.468704581145352,0.000504727615527444,68,67,19,27,6,8,31,30,28,23,21,31,3.335,3.086,0.788,1.191,0.279,0.400,1.394,1.364,1.205,1.056,0.849,1.257
Cers3,0,-2.44447753454635,0.0046616180600301,0.572428713745142,0.000506485085222741,43,40,19,8,4,0,92,156,4,3,7,5,2.109,1.843,0.788,0.353,0.186,0.000,4.136,7.095,0.172,0.138,0.283,0.203
Exo1,0,-1.9197461973023,0.0047201160835294,1.87913120635139,0.000514056573356158,154,144,31,19,6,5,136,52,87,57,115,141,7.552,6.633,1.286,0.838,0.279,0.250,6.115,2.365,3.746,2.617,4.651,5.718
March4,0,1.10133395805171,0.00472522151032296,-0.73634387810181,0.000514960304410634,0,0,17,13,23,32,1,2,26,29,0,0,0.000,0.000,0.705,0.574,1.068,1.599,0.045,0.091,1.119,1.332,0.000,0.000
Pamr1,0,1.58816421747459,0.00477916070084695,3.03595756772357,0.000522772904213473,29,47,90,143,330,275,6,44,864,551,9,11,1.422,2.165,3.734,6.309,15.328,13.739,0.270,2.001,37.197,25.301,0.364,0.446
Mfsd7a,0,1.07277201832484,0.00478034179420173,1.80521311141774,0.000523781517463216,133,207,41,35,65,71,91,76,63,68,56,41,6.522,9.536,1.701,1.544,3.019,3.547,4.091,3.456,2.712,3.122,2.265,1.663
Mir27a,0,1.58102646896773,0.00478034179420173,-0.3609402925462,0.000523525290479638,32,44,5,7,13,18,12,15,23,18,3,4,1.569,2.027,0.207,0.309,0.604,0.899,0.540,0.682,0.990,0.827,0.121,0.162
Pcsk4,0,-1.22405483446877,0.00480205822829569,1.95325855914603,0.000526867715397099,156,253,76,54,25,22,89,98,70,52,63,88,7.650,11.655,3.153,2.382,1.161,1.099,4.002,4.457,3.014,2.388,2.548,3.569
Tyms-ps,0,-1.15625564559462,0.0049380745553,2.17579833782731,0.000545424769675507,165,169,91,52,28,26,119,83,112,124,135,93,8.091,7.785,3.776,2.294,1.301,1.299,5.350,3.775,4.822,5.694,5.460,3.772
Zfp960,0,1.49497212295255,0.00494665362708904,1.01140682995549,0.000546736358798171,129,136,13,13,42,21,38,15,38,51,26,23,6.326,6.265,0.539,0.574,1.951,1.049,1.709,0.682,1.636,2.342,1.052,0.933
Zfp975,0,1.1992502373988,0.00498318121300305,0.320106436963861,0.000551507012351932,58,52,12,16,23,32,16,17,41,21,15,20,2.844,2.395,0.498,0.706,1.068,1.599,0.719,0.773,1.765,0.964,0.607,0.811
Cntn1,0,-1.71095715021598,0.00499580415668822,0.914004714397956,0.000553087851189332,36,71,37,18,7,7,36,29,85,107,27,41,1.765,3.271,1.535,0.794,0.325,0.350,1.619,1.319,3.659,4.913,1.092,1.663
Snord65,0,-1.69999553312356,0.00504986296108553,-1.07448781530057,0.000560187528153091,8,11,17,18,7,2,9,7,11,12,1,5,0.392,0.507,0.705,0.794,0.325,0.100,0.405,0.318,0.474,0.551,0.040,0.203
Zfp74,0,1.06930377830895,0.00508093468899664,2.03714682706765,0.000564382126865626,72,92,86,96,152,174,70,58,167,78,37,34,3.531,4.238,3.568,4.236,7.060,8.693,3.147,2.638,7.190,3.582,1.497,1.379
Zfp418,0,1.03139451562816,0.00515840143098762,0.733804916521517,0.0005745053582398,47,57,30,16,42,38,32,38,51,51,16,20,2.305,2.626,1.245,0.706,1.951,1.899,1.439,1.728,2.196,2.342,0.647,0.811
Asb16,0,-1.36869103466433,0.00517866307424784,-0.829610268018149,0.000577143031454311,2,3,24,22,4,11,14,6,20,16,8,2,0.098,0.138,0.996,0.971,0.186,0.550,0.629,0.273,0.861,0.735,0.324,0.081
Capn12,0,1.14339900576717,0.00524727130001416,-0.596740444690395,0.000585561420690347,16,21,14,13,25,26,12,6,12,13,1,1,0.785,0.967,0.581,0.574,1.161,1.299,0.540,0.273,0.517,0.597,0.040,0.041
Nat8f4,0,1.01400381831068,0.0052605822147467,1.61979330264701,0.000587433938767292,165,138,34,39,67,59,69,67,25,20,71,57,8.091,6.357,1.411,1.721,3.112,2.948,3.102,3.047,1.076,0.918,2.872,2.312
Dand5,0,1.11623721606053,0.00529215538245816,1.22131458899967,0.000591933197051871,27,27,46,43,106,59,27,31,84,112,31,26,1.324,1.244,1.909,1.897,4.924,2.948,1.214,1.410,3.616,5.143,1.254,1.054
Gli1,0,1.08022343790951,0.00529707252262559,-0.0825904622279622,0.000592678080183392,19,20,14,17,31,25,6,2,54,45,4,4,0.932,0.921,0.581,0.750,1.440,1.249,0.270,0.091,2.325,2.066,0.162,0.162
Nsl1,0,-1.47509073063036,0.00530462288972917,1.19730802696113,0.000593718048145853,70,79,45,31,12,11,53,20,49,64,83,74,3.433,3.639,1.867,1.368,0.557,0.550,2.383,0.910,2.110,2.939,3.357,3.001
Gpm6a,0,-1.73629367037367,0.00532740709937469,-0.273390992566709,0.000596464174671518,9,10,9,23,6,2,4,2,60,74,1,9,0.441,0.461,0.373,1.015,0.279,0.100,0.180,0.091,2.583,3.398,0.040,0.365
Fbxl16,0,1.16826342029199,0.00533753065252144,-0.918349052107973,0.000597794006632888,0,2,9,17,28,22,3,3,18,11,4,5,0.000,0.092,0.373,0.750,1.301,1.099,0.135,0.136,0.775,0.505,0.162,0.203
H2-Ea-ps,0,-2.61167414636651,0.00536517191276861,-2.11847609135546,0.000601284581709893,3,1,12,11,1,2,1,0,4,5,0,0,0.147,0.046,0.498,0.485,0.046,0.100,0.045,0.000,0.172,0.230,0.000,0.000
Gabrp,0,-2.55168179582965,0.00537910227278077,2.57784676766131,0.000603043696426028,760,743,9,13,0,3,90,102,29,17,8,21,37.269,34.227,0.373,0.574,0.000,0.150,4.046,4.639,1.249,0.781,0.324,0.852
H2bc18,0,1.90858495701055,0.00541390804441096,-0.850078342971967,0.000607941695851292,10,20,6,1,14,9,1,2,14,14,13,24,0.490,0.921,0.249,0.044,0.650,0.450,0.045,0.091,0.603,0.643,0.526,0.973
Htr2b,0,-2.51018128051109,0.00545597123704127,-1.64346118674333,0.000613468048875901,5,2,13,15,3,1,2,2,6,14,0,2,0.245,0.092,0.539,0.662,0.139,0.050,0.090,0.091,0.258,0.643,0.000,0.081
Adgrf3,0,-2.551508038631,0.00552314418403145,1.70696335385497,0.000622037026649997,20,34,10,12,2,1,125,88,3,6,220,220,0.981,1.566,0.415,0.529,0.093,0.050,5.620,4.002,0.129,0.276,8.898,8.922
Lingo1,0,-1.21075163297383,0.00553264149431728,0.664019542562972,0.00062331021213435,131,107,54,34,11,21,11,6,25,30,3,0,6.424,4.929,2.241,1.500,0.511,1.049,0.495,0.273,1.076,1.378,0.121,0.000
